# x80,y99,z0,u,v,p,T
4.419197465706051903e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.198521915219922533e+02,1.882039980121978218e+01,3.353367447709489824e+01,6.271022381082598258e+02
4.761706539438297081e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.197663803289250239e+02,1.885010357911460233e+01,3.350652681455011361e+01,6.268693556369541966e+02
5.128191248331798180e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.196912474928065109e+02,1.887350817221604160e+01,3.348244285134562404e+01,6.266645741780918115e+02
5.520329886847845369e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.196245040576355194e+02,1.889256728765002435e+01,3.346073815072408308e+01,6.264805085487566885e+02
5.939918230060015764e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.195645021672886372e+02,1.890872022273529396e+01,3.344093481443967164e+01,6.263120871535613787e+02
6.388877757297037330e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.195100709047743663e+02,1.892297423382290589e+01,3.342270728276287173e+01,6.261559748491260962e+02
6.869264451440651453e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.194603820264530896e+02,1.893599358477824524e+01,3.340583769900673161e+01,6.260100797499096643e+02
7.383278214174318621e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.194148450438437692e+02,1.894818447604293254e+01,3.339018088063679812e+01,6.258731544269174947e+02
7.933272940299343490e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.193730286247974703e+02,1.895976949142330170e+01,3.337563807139077454e+01,6.257444894493704624e+02
8.521767297253118878e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.193346041478781956e+02,1.897084864009661231e+01,3.336213820413096443e+01,6.256236896782694430e+02
9.151456259193657683e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.192993068622760546e+02,1.898144658514011951e+01,3.334962520252127405e+01,6.255105195996202383e+02
9.825223448470034315e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.192669104332743188e+02,1.899154716140632715e+01,3.333804991265041906e+01,6.254048031538528676e+02
1.054615434099575866e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.192372111911731736e+02,1.900111712119722895e+01,3.332736540031540784e+01,6.253063642431744711e+02
1.131755039599828400e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.192100191068299324e+02,1.901012131408283068e+01,3.331752457289285019e+01,6.252149960263154753e+02
1.214294417485098365e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.191851531686647405e+02,1.901853146095194447e+01,3.330847929929258555e+01,6.251304492849253620e+02
1.302611551822337455e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.191624394923835268e+02,1.902633038645935315e+01,3.330018043101648573e+01,6.250524325930841769e+02
1.397110885563183080e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.191417109676387867e+02,1.903351324573208814e+01,3.329257829347393738e+01,6.249806189573174606e+02
1.498225172665887950e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.191228076628536030e+02,1.904008690799827974e+01,3.328562336892809270e+01,6.249146553608035219e+02
1.606417459865782660e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.191055774985009066e+02,1.904606833822927570e+01,3.327926699833687962e+01,6.248541729396454230e+02
1.722183207169669661e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.190898769068807752e+02,1.905148254893364879e+01,3.327346200640926099e+01,6.247987964759565784e+02
1.846052556784828491e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.190755713308153503e+02,1.905636049037690682e+01,3.326816320392253346e+01,6.247481525308284063e+02
